Ermin Bičakčić,0,3,2,58,35,76,76,78,87,72,33,74,41,60,38,63,59,61,64,62,83,63,52,65,76,59,24,45,32,28,39,42,76
Luíz Carlos,7,3,2,70,70,70,74,75,85,76,68,75,68,72,61,74,72,62,63,87,65,83,75,86,69,69,50,68,54,45,58,61,75
Simon Grether,4,3,2,62,52,58,58,59,62,60,63,57,59,59,55,65,59,72,66,70,61,63,62,65,60,64,43,53,44,55,57,43,62
Kazuhiko Chiba,0,4,2,58,39,75,66,68,69,63,32,70,47,71,41,63,46,56,56,68,76,59,67,83,70,42,31,35,39,36,37,35,70
Krzysztof Sobieraj,0,3,2,43,37,63,66,61,57,72,61,65,62,72,42,58,58,55,53,67,91,65,31,61,71,46,34,42,25,42,34,34,67
Didier Drogba,25,4,3,80,74,22,29,32,80,80,81,42,76,80,67,60,60,64,64,62,86,56,63,76,85,85,82,79,78,84,84,76,81
Maximilian Göppel,3,2,2,43,54,50,60,56,54,49,40,55,39,38,34,37,32,68,66,64,49,71,62,62,46,24,30,28,30,28,40,23,54
Artem Putivtsev,0,3,2,43,34,67,65,69,51,59,26,67,27,45,41,56,66,61,57,62,83,58,53,75,67,57,25,42,25,46,35,25,67
Alex Oxlade-Chamberlain,16,4,4,82,85,39,42,46,66,75,74,43,72,68,73,77,73,89,89,75,70,88,84,65,39,77,68,75,67,53,69,59,79
Ian Morris,0,3,2,60,59,58,52,56,51,59,54,52,63,64,60,58,56,47,62,72,60,52,60,62,60,50,52,61,70,59,46,54,58
Marc Ludden,16,2,2,48,51,52,53,55,52,50,47,54,51,43,47,54,48,65,68,53,50,70,52,60,47,51,27,36,34,38,32,40,55
Mario Mutsch,7,4,2,52,60,60,60,55,45,49,62,64,51,44,64,60,64,51,52,73,60,71,72,72,55,64,51,57,50,60,61,51,59
Naoki Otani,0,2,2,30,28,52,57,58,58,45,22,54,26,42,28,31,28,60,61,51,78,54,47,75,53,32,17,21,27,25,33,26,56
Fábinho,16,2,3,70,72,62,64,65,87,70,61,72,62,76,62,65,60,78,74,75,68,83,77,67,56,50,56,53,68,39,60,45,69
Cristian Ramírez,3,3,2,66,67,66,70,67,68,68,52,60,48,72,71,61,55,83,79,85,60,85,84,83,49,53,32,39,48,41,47,41,70
Elías Hernández,17,3,4,80,73,60,52,45,39,70,67,42,73,70,80,70,70,73,77,77,54,78,75,70,49,72,62,73,70,67,65,70,74
Dimitris Chatziisaias,0,2,2,58,39,72,71,74,78,60,36,66,35,60,34,55,52,58,60,69,75,46,48,77,67,66,30,44,38,33,40,33,71
Kamil Dankowski,4,3,3,60,62,51,57,60,59,55,62,53,48,48,54,60,53,72,74,75,48,74,74,44,38,70,49,38,47,49,53,49,60
Alois Höller,17,3,2,56,58,59,57,57,77,62,49,56,58,50,64,58,58,72,78,83,83,34,60,50,56,56,38,54,38,28,25,45,63
Harrison Manzala,17,2,2,56,72,48,42,46,62,52,68,47,51,46,45,58,49,81,86,75,68,71,82,83,61,78,62,62,47,40,44,33,63
Baptiste Santamaria,7,2,2,74,69,64,61,67,66,61,58,64,74,55,62,76,73,73,68,73,62,69,75,70,60,60,63,55,48,44,44,36,70
Martin Bjørnbak,0,4,2,55,52,62,61,64,69,63,28,65,42,57,56,59,55,50,48,66,90,34,42,55,59,78,39,63,70,72,41,32,66
Christian Vilches,0,2,2,55,64,70,69,69,68,58,27,68,57,59,22,64,60,54,51,67,79,66,61,80,72,52,37,41,31,22,32,30,70
Pedro Henrique,0,2,2,54,52,72,67,78,76,68,32,78,22,70,29,64,42,45,53,63,92,33,42,40,70,68,35,37,29,35,43,23,74
Jacob Bruun Larsen,17,3,3,60,62,33,35,38,39,49,47,34,56,46,57,59,52,76,74,50,64,71,68,54,48,50,51,42,56,39,44,51,59
Gaëtan Charbonnier,9,3,3,76,74,31,13,39,39,60,73,28,73,75,52,74,53,32,34,58,77,61,67,28,59,74,73,68,57,58,71,66,70
Francesco Ardizzone,7,3,3,67,63,39,59,63,52,62,55,58,54,56,58,67,64,70,68,75,59,52,72,70,52,51,50,65,57,60,51,48,64
Rico Benatelli,16,4,3,73,66,64,58,55,65,67,62,66,68,74,64,70,66,74,53,80,72,78,75,64,45,71,58,68,64,56,63,48,69
Iebe Swers,17,3,3,66,68,47,49,48,55,60,58,49,53,64,59,62,54,78,73,60,58,75,75,72,32,46,39,54,50,48,45,51,63
Mujahid Al Mania,25,2,2,63,57,13,10,13,33,49,53,11,54,43,50,51,31,83,80,55,43,71,75,70,50,60,62,51,34,30,59,42,59
Ben Halloran,16,3,3,66,67,27,33,29,44,64,64,31,62,58,57,62,50,84,85,64,66,71,83,58,44,60,61,59,66,33,59,55,66
Maximilian Hofmann,0,3,2,56,35,73,71,68,64,53,61,61,37,60,34,63,61,68,68,73,62,66,65,81,65,44,35,41,38,30,37,31,67
Sinha,9,4,3,74,70,23,12,47,52,66,67,34,70,68,66,67,70,52,53,48,63,79,67,68,58,65,68,66,76,60,65,65,69
Mariano,17,3,3,82,71,69,81,75,76,77,74,74,64,70,83,76,73,86,82,85,69,73,74,70,66,84,54,68,82,56,61,58,79
Willi Orban,0,3,2,61,55,74,73,78,78,74,34,79,42,71,38,69,59,60,62,67,83,58,48,86,77,37,34,29,28,32,41,33,77
Emiliano Rigoni,16,5,4,74,75,46,55,41,44,68,73,30,80,58,81,73,73,82,80,76,58,72,77,57,46,68,71,73,78,75,60,71,76
Joaquín Romo,9,3,2,55,56,36,37,37,50,49,56,34,47,41,49,53,48,72,67,67,33,66,70,54,44,54,54,44,48,47,53,34,54
Mehmet Güven,7,2,2,77,67,67,65,71,75,68,56,72,64,66,64,74,72,65,64,69,78,61,66,74,69,76,46,74,61,57,58,41,72
Nile Ranger,25,3,3,66,66,16,18,19,42,64,59,24,37,53,31,54,42,68,73,63,85,48,70,75,65,70,65,62,51,54,71,64,67
Luiz Gustavo,7,3,2,73,69,78,87,87,88,80,51,84,69,72,61,77,75,68,67,81,80,62,66,75,75,80,46,71,42,45,58,54,82
Osvaldo Arroyo,3,2,2,50,47,59,60,56,54,61,39,56,35,52,58,48,43,77,65,73,40,85,78,72,42,42,27,41,39,25,38,33,60
Rubén Castro,25,3,3,81,83,11,14,12,50,87,86,37,74,70,60,69,45,80,77,75,61,77,87,76,73,77,84,78,72,69,76,72,81
Liam Feeney,25,4,3,65,71,37,38,39,49,61,61,38,63,54,67,57,52,83,83,78,65,70,78,59,43,63,62,60,63,48,51,59,68
Luis Muriel,25,4,4,86,86,18,22,24,50,73,76,16,70,70,60,74,55,88,90,72,66,77,86,62,52,80,76,71,65,60,74,70,77
Isak Ssewankambo,4,3,2,58,65,62,58,62,68,60,49,63,61,41,62,64,57,88,90,85,67,73,74,75,60,48,31,34,52,37,40,34,67
Jaromír Zmrhal,17,2,3,72,75,63,59,66,57,67,71,58,70,68,72,73,67,77,83,77,63,57,68,43,56,80,69,76,57,55,53,62,74
Aaron Pierre,0,3,2,44,25,62,66,64,64,44,13,53,26,51,25,45,37,69,67,65,83,50,40,70,64,45,14,12,25,25,31,27,63
Pierluigi Cappelluzzo,25,3,2,59,56,16,18,18,49,52,63,18,44,54,45,40,23,54,57,66,71,53,65,73,67,63,63,51,28,30,49,55,61
Salman Al Faraj,7,4,3,74,71,72,67,74,66,74,65,63,76,73,69,73,68,69,71,65,65,72,88,69,59,74,65,67,71,66,61,76,72
Edgar Benítez,16,4,3,75,76,22,24,20,65,66,72,41,64,69,71,70,61,81,78,74,72,66,78,73,65,78,74,69,60,60,66,69,73
Harvey Barnes,9,3,3,59,62,41,44,48,48,44,47,43,55,56,50,58,51,77,75,58,48,58,65,41,40,57,50,52,56,52,49,50,58
Jean Calvé,4,3,2,65,54,65,67,66,82,66,56,65,49,54,66,67,62,64,55,64,67,60,60,62,62,68,54,59,64,72,58,39,66
Ryosuke Yamanaka,16,3,2,61,68,54,65,62,49,64,45,56,39,53,71,64,54,67,70,65,53,80,53,67,43,29,28,32,72,70,48,35,63
Roman Zobnin,16,3,2,70,74,65,67,63,59,70,53,72,59,50,46,71,67,68,66,71,66,65,70,63,52,52,35,66,43,59,53,44,69
Chuli,17,3,2,70,70,28,22,21,43,65,71,40,57,67,66,59,58,76,84,63,68,70,81,67,59,70,66,56,59,43,67,54,68
François Marquet,7,3,2,68,63,57,63,64,69,66,56,64,69,62,66,69,68,77,71,76,54,78,79,69,48,76,37,70,67,69,52,65,68
Pere Pons,7,3,2,70,61,59,65,72,73,74,55,75,71,67,60,78,69,61,64,84,65,69,69,64,47,59,55,58,52,62,45,43,72
Martin Olsson,3,2,3,70,72,74,73,76,74,73,69,69,66,71,69,69,66,79,86,88,72,65,74,71,64,75,55,64,64,53,49,65,75
Capa,4,4,4,76,74,66,79,73,88,73,76,67,68,63,75,72,57,86,87,91,75,81,75,76,57,81,56,62,51,58,54,52,76
Vincent Rüfli,4,4,2,69,69,64,70,67,76,63,70,66,66,65,71,67,66,80,74,81,74,65,68,80,64,64,53,61,46,54,51,33,70
Dereck Kutesa,16,3,2,57,51,30,24,31,26,34,46,23,44,42,46,49,45,68,72,52,47,76,57,76,37,57,48,38,44,38,53,41,52
Andrea De Falco,7,3,2,66,58,48,53,53,62,64,58,58,68,66,56,64,62,72,67,77,62,71,72,53,40,66,53,68,55,66,60,62,65
David Raven,4,3,2,62,61,64,63,64,66,54,33,61,43,62,64,61,56,66,70,86,71,62,71,83,62,48,23,28,54,21,27,38,66
Ulises Rivas,7,2,2,65,59,63,59,61,49,55,50,64,58,48,60,70,67,60,66,76,58,65,55,64,54,60,35,54,58,55,60,45,64
Avdija Vršajevič,4,3,3,68,65,71,70,72,66,66,63,69,67,50,72,72,68,84,84,67,69,69,75,56,68,59,57,58,67,65,55,53,72
Santiago Tréllez,17,3,3,68,63,23,21,24,75,71,73,30,63,69,53,51,45,72,70,71,75,52,65,55,69,65,64,69,59,58,65,66,64
Gastón Álvarez Suarez,16,4,4,64,66,43,51,60,50,59,56,52,60,51,55,63,58,68,73,74,71,60,63,56,43,60,53,68,62,67,55,53,63
Benjamin Verbič,16,3,3,73,73,32,33,34,71,51,72,32,70,65,62,63,64,85,81,73,69,71,75,68,59,70,68,71,60,63,63,68,71
Raphael Doninho,9,3,3,64,67,45,40,36,61,72,60,54,68,70,67,64,54,74,68,67,61,70,80,67,69,68,54,54,58,60,68,49,66
Josh Onomah,17,3,3,70,74,36,26,36,45,64,69,36,68,59,53,74,65,84,79,62,50,75,78,44,45,62,56,56,54,49,42,52,71
Callum Reilly,7,4,2,65,59,60,69,67,87,63,59,60,61,61,61,65,63,70,59,82,74,64,59,59,55,76,57,58,69,61,61,56,65
Andrea Mantovani,0,3,2,50,45,68,67,70,73,67,53,74,38,71,65,58,54,62,51,68,79,58,63,80,70,64,35,49,40,36,47,48,70
Dennis Flinta,4,2,2,56,64,62,67,68,76,74,52,68,55,60,47,54,48,68,67,69,70,70,60,59,61,60,47,49,49,15,33,52,67
Ryan Haynes,3,3,2,60,67,52,56,57,58,49,58,52,59,48,70,54,59,77,80,70,61,64,65,60,50,46,59,44,70,61,53,42,61
Chidozie Awaziem,0,3,2,55,48,71,68,72,77,72,28,73,30,50,30,57,42,67,75,71,74,52,60,73,70,53,36,37,33,25,40,30,72
Dean Hawkshaw,7,3,2,58,53,55,60,53,46,56,27,54,33,58,49,55,47,65,64,64,58,62,70,61,56,30,26,21,45,36,33,25,55
Darren Lyon,7,2,2,61,50,56,51,53,52,50,42,51,45,49,49,62,58,66,71,70,58,72,72,53,38,53,37,40,46,35,50,46,57
Arnold Kruiswijk,3,3,2,66,43,73,71,76,66,72,33,74,35,77,45,71,68,47,51,71,72,66,57,77,69,61,28,41,33,55,59,35,68
Chris Basham,0,3,2,58,53,65,63,64,77,66,36,68,59,59,52,64,65,66,69,72,78,64,58,61,66,67,35,69,48,39,50,62,68
Matthew Pearson,3,3,2,52,52,61,64,64,60,53,48,61,35,62,57,58,54,69,66,70,75,60,61,71,62,53,50,51,39,33,51,35,62
Luca Bittante,17,2,2,68,68,64,68,70,64,68,60,65,56,64,68,68,62,68,78,78,60,54,68,54,60,59,38,40,52,43,45,39,70
Clarck Nsikulu,9,3,3,68,70,23,19,21,32,61,69,30,64,49,62,61,43,80,80,60,65,69,75,63,54,59,59,58,59,39,66,61,65
Ibrahim Shuaibu,25,3,2,53,56,18,18,18,65,51,57,14,46,48,36,47,31,76,76,59,63,68,59,56,48,59,63,50,38,30,65,47,59
Burak Yıldır,7,3,2,54,58,49,67,54,62,58,36,52,47,43,45,67,60,56,60,64,44,78,55,59,57,58,36,40,39,39,49,33,58
Rufo,18,3,3,74,63,20,12,11,32,58,60,17,58,50,48,60,31,69,68,67,48,77,67,63,61,68,71,65,37,33,59,56,66
Jarrod Bowen,25,3,2,55,54,21,24,24,42,56,53,18,57,51,42,53,41,65,62,58,61,70,68,60,62,49,57,48,43,44,61,45,57
Fin Bartels,9,3,4,80,78,37,28,36,56,74,74,50,71,73,67,73,66,83,85,84,55,84,89,70,53,70,69,69,64,56,60,65,76
Jermaine Pennant,17,3,3,77,82,32,35,40,63,62,65,37,64,64,76,75,72,78,74,62,71,79,84,66,47,67,62,64,82,75,61,61,74
Bruno Perone,0,4,3,55,49,65,64,67,68,55,52,69,51,46,32,61,73,56,59,60,83,60,45,65,72,55,28,33,63,27,51,19,68
Linus Hallenius,25,3,3,60,55,21,26,29,69,63,64,30,55,63,48,59,41,74,70,69,75,53,68,60,60,69,62,56,45,48,57,57,64
Maxime Barthelmé,16,3,3,69,72,65,69,67,69,73,70,64,71,70,67,73,64,72,74,67,56,81,71,52,64,45,53,71,65,55,58,42,70
Michael Duckworth,4,3,2,64,61,57,68,61,65,51,61,50,51,51,47,51,51,69,67,70,71,67,73,56,51,48,31,53,48,31,37,31,60
Achille Campion,25,2,3,57,53,19,19,21,60,46,55,23,47,52,30,47,35,67,68,65,75,50,52,73,64,56,56,52,33,27,59,50,58
Alexander Hollman,4,3,2,44,53,55,60,59,59,54,35,59,38,45,46,44,35,72,69,56,48,76,72,68,52,39,25,32,33,35,37,25,57
Rubén Peña,16,3,3,73,74,49,67,58,61,76,78,63,66,71,69,71,58,84,87,67,63,85,83,73,57,71,76,64,52,55,64,65,74
Darwin Quintero,25,3,4,72,77,21,21,23,77,71,78,24,75,68,64,72,71,88,86,70,69,82,90,65,55,73,68,59,72,56,59,72,73
Brian Fernández,25,4,4,76,77,19,21,24,37,70,68,19,64,58,62,68,64,87,88,69,54,89,90,82,62,75,66,70,71,67,52,64,71
Mohamed Elyounoussi,9,4,5,77,81,39,44,31,49,72,70,36,69,71,70,74,60,83,82,80,59,83,83,83,62,71,69,70,73,59,64,66,76
Lennart Thy,25,3,3,67,66,39,42,41,78,69,68,50,62,57,63,66,46,77,78,82,76,68,73,74,63,76,65,64,65,56,58,65,70
Jack Baldwin,0,3,2,50,44,66,67,70,61,63,35,59,41,71,47,66,52,67,67,76,76,65,71,72,54,46,42,17,39,21,32,27,66
Reynald Lemaître,3,3,3,66,61,70,74,75,67,65,37,68,60,74,72,65,62,61,55,62,57,73,65,70,69,65,45,64,54,54,59,60,69
Collins Fai,4,3,2,65,63,68,71,70,78,65,58,66,59,64,66,63,59,88,81,78,53,91,88,85,53,54,22,28,21,31,34,23,71
Misael Riascos,25,3,3,60,66,26,23,34,51,55,63,20,55,53,58,61,49,85,86,64,65,72,72,74,59,62,66,59,48,31,55,58,65
Aliou Badji,25,3,2,43,44,18,19,23,54,45,48,16,48,46,25,43,27,49,51,55,69,52,50,60,65,44,51,43,26,23,55,43,51
Koo Ja Ryong,0,3,2,55,36,73,67,72,75,66,22,76,49,43,25,55,49,69,74,73,84,64,66,82,69,36,24,36,27,30,32,25,73
Gael Bigirimana,7,3,2,61,63,50,60,63,74,66,53,60,62,74,58,66,67,69,71,63,60,76,84,64,35,53,52,62,54,63,53,40,64
Adam Frizzell,9,3,2,58,57,38,45,36,41,52,47,29,51,57,47,58,58,62,67,53,43,76,70,54,40,55,37,38,44,37,48,45,55
Arif Ekin,16,2,3,64,58,37,29,34,34,49,58,25,54,55,56,58,52,69,64,55,48,74,69,34,49,60,59,42,54,45,60,53,59
Daniele Mignanelli,4,3,2,68,59,59,63,61,56,65,44,54,37,52,65,61,58,74,82,80,58,81,72,48,40,58,35,49,31,25,29,57,65
Yuki Abe,9,3,2,73,67,71,69,73,65,68,45,65,68,75,75,73,70,65,45,77,75,66,74,71,61,79,66,76,75,73,70,72,72
Alex Wilkinson,0,3,2,60,42,72,68,72,75,61,50,64,57,59,33,68,61,42,44,72,75,54,45,68,68,62,36,53,37,33,58,53,70
Craig Conway,16,4,3,66,72,31,41,51,61,62,62,38,64,67,77,68,65,70,69,78,62,79,78,54,40,61,59,69,73,67,56,59,69
Musab Al Otaibi,9,3,2,61,62,24,32,29,57,55,63,46,49,40,49,66,57,78,76,72,66,73,67,73,44,66,65,40,34,64,58,35,61
David Edwards,7,3,3,68,65,53,61,62,63,78,79,67,70,62,67,69,66,64,68,89,70,59,70,83,80,63,69,53,60,53,55,60,71
Filip Dagerstål,0,3,2,58,53,60,57,58,68,59,36,60,53,48,50,59,53,60,58,66,73,45,58,77,51,65,37,40,46,38,37,34,62
Uroš Matić,7,2,3,67,68,57,55,59,71,72,71,60,65,65,58,73,72,67,71,87,72,68,67,72,62,70,63,63,54,60,51,55,70
Ihsan Sacko,9,3,3,65,67,42,52,47,45,42,48,22,60,54,47,62,48,84,82,52,59,77,84,59,48,72,53,34,45,44,54,48,61
Simeon Slavchev,7,3,2,70,68,66,70,70,56,66,41,70,59,69,43,72,69,61,64,71,79,64,63,60,59,52,64,60,63,64,43,32,70
Pierre Da Silva,9,3,3,50,51,37,41,42,53,49,47,36,52,54,55,60,57,70,71,68,50,75,49,64,42,53,44,59,49,50,58,45,54
Sergio Rodríguez,9,2,2,63,62,40,47,44,59,62,58,39,63,49,61,68,64,51,54,61,74,54,54,54,57,61,54,50,57,39,46,40,60
Pape Maly Diamanka,9,3,2,63,53,55,76,71,76,64,56,70,63,72,48,70,63,77,74,72,75,48,74,91,56,81,48,65,43,45,41,55,69
Facundo Oreja,4,2,2,55,53,76,75,71,79,84,63,75,60,67,69,58,58,75,65,51,61,83,72,76,45,56,27,53,53,35,40,28,69
Geoffrey Malfleury,16,2,3,65,64,33,30,31,33,59,72,22,42,50,58,62,50,82,82,66,33,91,90,80,51,72,67,60,41,40,70,58,65
Bassel Jradi,9,4,3,68,68,25,24,34,31,55,56,32,54,49,60,63,56,77,73,70,68,61,75,33,39,68,55,74,71,49,51,52,64
Björn Daniel Sverrisson,7,2,3,68,64,60,64,65,69,67,68,66,69,71,63,67,68,71,75,72,73,71,80,72,64,74,62,72,64,56,56,64,68
Eduardo López,9,4,3,73,78,25,26,32,32,53,63,17,69,64,60,66,65,78,77,61,45,92,86,67,41,69,61,65,69,67,61,53,70
Juan Miguel Blanco-Lopez,0,5,2,62,55,52,60,61,63,57,36,54,50,42,46,60,57,62,67,57,63,57,57,56,61,58,38,37,42,43,55,38,59
Oh Jang Eun,7,4,3,66,67,65,64,62,53,62,67,71,68,65,67,66,64,76,76,85,64,78,76,62,39,70,62,68,62,66,68,56,68
Conor O'Brien,7,5,2,66,61,44,49,54,62,53,55,55,66,68,63,66,65,65,61,83,60,75,68,68,54,66,52,54,65,61,65,48,64
Alessandro Salvi,4,2,2,63,61,54,56,56,70,67,51,56,63,65,54,63,61,71,70,74,62,64,73,71,54,62,45,57,45,59,60,52,62
Reto Ziegler,0,3,2,73,69,70,73,76,70,68,69,72,75,73,77,74,76,69,77,75,78,62,70,68,64,80,55,73,81,76,68,55,73
Mark Connolly,0,2,2,50,32,62,66,68,60,54,22,57,45,56,34,64,62,54,52,70,77,63,60,77,63,40,19,13,24,19,17,18,65
Vasco Rocha,7,3,3,72,70,53,59,64,59,63,63,59,69,65,63,74,71,70,71,70,68,69,72,62,53,72,45,65,64,65,69,63,69
Kieran Sadlier,9,3,2,61,64,30,34,36,58,47,57,22,62,55,57,57,52,74,72,70,42,63,64,51,42,68,58,60,60,64,59,47,61
Carlos Auzqui,16,3,3,65,70,32,33,30,71,68,69,42,66,55,67,68,67,83,82,72,60,71,72,77,70,77,69,72,60,68,59,69,71
Edouard Butin,25,3,2,64,60,12,13,18,49,72,70,39,65,59,60,58,49,73,68,57,71,65,70,65,66,61,62,57,59,45,63,56,66
Oliver Muldoon,4,3,3,60,53,43,44,48,39,45,49,38,53,49,53,60,55,65,69,61,62,63,62,52,60,70,51,52,39,45,58,39,55
Loïs Diony,25,2,3,72,72,15,13,20,72,68,75,21,49,65,58,64,35,81,79,69,78,64,70,63,68,78,75,65,43,32,66,40,74
André Almeida,4,3,2,72,70,75,76,77,81,75,65,76,67,71,77,75,73,67,68,77,77,67,67,77,71,68,41,63,66,42,43,45,76
Marko Milinković,9,3,3,75,74,17,20,14,72,65,65,40,50,65,65,60,46,82,80,73,59,71,76,41,42,74,63,68,69,60,63,63,68
Shaya Ali Sharahili,17,3,3,68,69,65,63,67,73,69,60,67,58,65,64,64,62,79,81,86,79,65,75,39,45,53,35,56,53,35,40,50,69
Alejandro Fiorina,25,3,2,55,53,28,32,33,46,60,70,20,49,59,47,56,27,34,51,64,90,34,59,71,73,63,65,51,35,30,60,51,63
Roy O'Donovan,25,3,3,58,62,20,18,17,81,65,57,26,57,62,51,56,45,84,80,70,57,90,83,82,53,63,66,60,52,35,61,66,63
Ike Opara,0,2,2,57,44,69,67,68,84,62,50,70,48,47,24,68,60,80,87,74,85,66,78,79,71,58,30,28,40,47,49,44,72
Sada Thioub,25,2,3,52,68,19,16,21,30,55,54,14,61,46,39,52,42,88,85,58,66,79,77,53,52,63,62,62,59,39,64,61,62
Gabriel Mercado,4,3,2,70,53,73,74,75,81,71,61,78,60,73,68,67,64,77,79,81,82,52,55,76,75,63,52,55,56,54,49,25,76
Marlon Hairston,4,2,3,64,59,56,55,59,65,67,64,59,60,62,57,65,48,79,84,69,50,63,64,71,54,62,60,55,59,33,40,55,65
Chris Whelpdale,17,4,3,57,64,48,52,53,47,65,66,59,64,62,64,59,48,65,59,82,73,65,69,70,55,66,59,65,49,58,58,54,63
Sebastian Steblecki,9,3,3,65,73,40,45,47,55,58,60,57,55,44,45,63,57,64,75,41,61,61,79,60,60,58,63,61,42,44,44,44,63
Nasser Chamed,16,4,3,61,65,37,28,26,44,60,66,30,65,59,57,63,58,81,77,52,58,85,78,56,41,70,55,60,68,65,51,59,64
Jérémy Toulalan,7,3,2,79,65,68,73,83,84,76,66,83,74,77,67,80,76,49,47,78,79,64,57,66,70,76,27,70,53,56,56,27,80
Marc Dal Hende,3,3,2,68,67,56,62,63,81,69,68,64,60,63,64,62,59,76,71,71,76,77,67,78,68,64,62,57,61,52,54,63,66
Adrien Tamèze,7,3,2,56,58,61,63,67,67,58,38,65,60,62,46,69,60,62,67,68,69,67,56,59,54,61,40,40,52,43,54,35,65
Rannick Schoop,4,3,2,58,61,64,66,65,62,48,52,50,34,35,50,54,50,78,79,57,65,70,69,73,52,67,42,61,34,41,41,26,61
Jaime Romero,16,2,3,75,83,28,33,36,49,67,72,42,64,70,65,72,58,76,77,65,61,75,75,70,55,58,68,61,71,55,59,60,73
Michael Orozco,0,4,2,60,57,70,70,71,75,65,48,65,55,60,57,62,58,69,72,72,70,63,61,76,68,63,39,59,48,49,59,19,68
Kai Bülow,0,3,2,61,47,58,58,67,71,59,53,70,58,56,52,62,63,46,59,72,75,47,48,71,68,52,34,34,38,32,35,36,66
Jérémy Mathieu,3,2,2,64,44,82,75,85,81,76,48,84,42,70,79,66,76,67,75,64,90,39,51,67,83,79,51,74,80,71,60,68,81
Delgado,25,3,2,62,61,19,22,26,53,59,59,14,49,62,33,52,29,72,70,60,52,72,77,65,52,64,60,56,35,52,62,49,61
Eslam Sarraj,25,3,2,65,66,13,19,19,33,61,69,15,58,55,55,60,50,71,72,72,66,67,71,77,57,68,70,72,58,40,67,60,65
Marco Verratti,7,4,4,87,88,76,79,82,89,87,71,83,86,91,72,90,87,72,64,77,56,94,87,64,55,66,52,58,73,64,64,64,86
Edgar Manucharyan,17,3,3,67,72,20,20,22,65,66,67,32,61,52,68,70,67,81,75,65,62,76,75,53,48,60,68,68,39,67,61,62,70
Takuya Matsuura,16,3,2,65,64,30,35,40,33,59,52,23,55,57,58,55,52,64,72,59,44,89,78,78,36,54,56,52,56,41,40,52,61
Sean Okoli,25,2,3,64,59,18,17,21,55,61,65,21,54,59,21,52,25,74,72,71,77,58,65,65,58,65,67,47,33,22,57,42,64
Ahmed Mohammed Al Fraidi,9,4,4,69,72,38,55,60,59,64,65,51,67,70,63,69,65,61,54,63,64,70,82,63,54,61,67,59,68,63,55,56,68
Hernán Menosse,0,3,2,52,30,72,68,72,85,65,27,70,39,50,36,55,60,60,66,70,80,72,39,64,78,65,28,23,35,40,55,36,72
Tennai Watson,4,3,2,60,57,56,60,58,48,56,39,54,43,41,55,59,51,69,69,63,57,59,71,61,48,32,30,28,33,30,39,29,60
Dominik Dinga,0,3,2,34,32,65,70,68,70,50,23,64,31,51,35,48,36,63,61,59,70,60,48,74,65,45,23,25,32,29,46,34,65
Davide Bianchi,17,3,3,58,61,57,58,61,57,54,53,57,53,51,63,63,52,75,74,62,60,69,68,59,60,56,37,45,51,36,37,43,62
Nadir Çiftçi,9,4,4,70,71,32,35,37,78,63,64,27,64,58,44,58,31,73,69,62,78,72,78,63,66,77,67,68,56,59,66,56,66
Romain Métanire,4,2,2,70,64,67,72,70,71,68,61,67,59,52,64,70,61,78,78,84,71,75,73,78,60,43,21,29,38,22,52,30,72
Romain Alessandrini,17,4,4,69,72,15,22,36,41,78,71,33,67,54,72,70,68,88,89,70,53,87,91,62,53,81,73,74,78,79,73,75,74
Israel Poblete,9,3,3,64,66,31,37,34,44,53,64,31,64,60,44,66,62,71,72,73,67,75,73,64,37,67,56,57,56,65,52,45,65
Ibrahim Sangaré,7,3,2,59,59,62,59,62,69,58,58,57,53,72,47,68,66,68,55,76,78,55,54,59,60,59,35,44,39,42,49,46,64
Brendan Galloway,3,3,2,68,49,64,70,70,62,63,43,60,49,60,54,69,55,79,82,70,66,63,74,64,61,51,30,40,36,34,44,32,68
Nana Asare,3,4,3,77,74,75,74,76,76,76,69,82,75,80,72,74,73,80,78,82,62,83,82,87,65,62,53,67,68,65,66,61,75
Jorge Praceira,4,3,2,63,61,68,60,63,72,64,42,62,47,46,60,59,56,64,68,71,76,63,59,66,61,51,36,38,60,52,44,28,64
François Clerc,4,3,2,68,64,70,70,71,70,68,56,74,67,73,74,70,63,64,63,66,75,55,69,73,71,57,43,60,66,52,59,59,71
Romain Amalfitano,17,4,3,71,72,40,18,33,64,68,71,54,74,70,61,74,70,67,66,57,34,73,69,49,23,51,65,50,58,63,62,49,70
Stéphane Darbion,16,4,3,72,65,49,42,56,54,69,57,53,64,67,72,70,63,52,64,73,69,61,66,61,58,74,68,73,71,67,59,56,67
David Atanga,16,4,3,59,63,31,44,38,55,56,52,38,45,44,48,61,59,86,90,60,43,73,77,56,49,53,52,51,44,38,43,40,61
İrfan Can Kahveci,16,4,4,77,79,30,45,55,65,67,68,45,73,73,70,74,73,79,78,72,60,79,81,58,55,76,67,65,79,74,60,64,74
Ashley Eastham,0,2,2,45,38,66,69,63,64,59,15,53,44,55,35,49,43,65,50,72,81,47,62,76,61,35,15,22,31,24,37,18,64
Zhivko Milanov,4,2,2,64,64,72,64,69,75,69,59,72,57,68,70,66,61,64,70,72,69,73,70,70,71,51,38,55,54,58,54,43,70
Álvaro Fernández,16,4,3,72,71,42,46,53,53,66,66,60,66,67,67,71,70,69,65,66,53,61,72,62,69,68,61,62,72,65,59,62,68
